폰모델 제목,가격,등록시간,내용
A52S 블랙128 개통21년11월 올센터판 판매해요,340000,3시간 전,"# 색상 : 블랙
# 용량 : 128기가 
# 3사호환, 정상해지, 25%요금할인까지!!

최초통신사는 KT입니다
삼성 정식 서비스센터에서 액정과 배터리 테두리 뒷판까지 올교체후 미사용된 상태입니다

추가구성품
젤리케이스

* 고객님들간에 개인거래 하셨을 때(분실,도난,침수,메인보드,잔상,케이블등등) 
  모르고 사셨던 분들도 계실겁니다. 
  저희는 중고폰 전문매장으로써 오늘 하루만 장사를 하는 것이 아니기에
  신뢰를 바탕으로 대량으로 매입을 하기에 저렴한 가격에 판매를 하고 있습니다.
  
택배거래시 평일오후5시이전 주문시
우체국또는 로젠택배로 당일발송 익일 받으실수 있습니다
  
*A/S 본인과실 외 30일 무상으로 수리
  
* 매장 방문시 더 많은제품을 직접 보시고 구매 하실 수 있습니다.

         휴대폰 $ ***-****-**** $"
S20FE 네이비128 무잔상 SS급 판매해요,320000,3시간 전,"# 색상 : 네이비
# 용량 : 128기가 
# 3사호환, 정상해지, 25%요금할인까지!!

최초통신사는 SK입니다
무잔상이구요 
외관도 거의 새폰처럼 엄청 깨끗한데
뒷판에 아주미세한 생활감이 살짝있네요

추가구성품
액정보호필름, 젤리케이스

* 고객님들간에 개인거래 하셨을 때(분실,도난,침수,메인보드,잔상,케이블등등) 
  모르고 사셨던 분들도 계실겁니다. 
  저희는 중고폰 전문매장으로써 오늘 하루만 장사를 하는 것이 아니기에
  신뢰를 바탕으로 대량으로 매입을 하기에 저렴한 가격에 판매를 하고 있습니다.
  
택배거래시 평일오후5시이전 주문시
우체국또는 로젠택배로 당일발송 익일 받으실수 있습니다
  
*A/S 본인과실 외 30일 무상으로 수리
  
* 매장 방문시 더 많은제품을 직접 보시고 구매 하실 수 있습니다.

         휴대폰 $ ***-****-**** $"
S20 코스믹그레이128 무잔상 판매해요,290000,3시간 전,"# 색상 : 코스믹그레이
# 용량 : 128기가 
# 3사호환, 정상해지, 25%요금할인까지!!

최초통신사는 KT입니다
무잔상이구요 
외관은 전체적으로 엄청 깨끗한데 
필름을 붙이면 안보이는 액정실기스가 살짝있구요
하단모서리에 미세한 흠집이 살짝있네요

추가구성품
액정보호필름, 젤리케이스

* 고객님들간에 개인거래 하셨을 때(분실,도난,침수,메인보드,잔상,케이블등등) 
  모르고 사셨던 분들도 계실겁니다. 
  저희는 중고폰 전문매장으로써 오늘 하루만 장사를 하는 것이 아니기에
  신뢰를 바탕으로 대량으로 매입을 하기에 저렴한 가격에 판매를 하고 있습니다.
  
택배거래시 평일오후5시이전 주문시
우체국또는 로젠택배로 당일발송 익일 받으실수 있습니다
  
*A/S 본인과실 외 30일 무상으로 수리
  
* 매장 방문시 더 많은제품을 직접 보시고 구매 하실 수 있습니다.

         휴대폰 $ ***-****-**** $"
S20 아우라핑크128 무잔상 S급 판매해요,300000,3시간 전,"# 색상 : 아우라핑크
# 용량 : 128기가 
# 3사호환, 정상해지, 25%요금할인까지!!

최초통신사는 LG입니다
무잔상이구요 
외관은 액정과 뒷판은 기스없이 깨끗하구요 
전체적으로 엄청 깨끗한데 
하단모서리 쪽에 작은기스가 살짝있네요

추가구성품
액정보호필름, 젤리케이스

* 고객님들간에 개인거래 하셨을 때(분실,도난,침수,메인보드,잔상,케이블등등) 
  모르고 사셨던 분들도 계실겁니다. 
  저희는 중고폰 전문매장으로써 오늘 하루만 장사를 하는 것이 아니기에
  신뢰를 바탕으로 대량으로 매입을 하기에 저렴한 가격에 판매를 하고 있습니다.
  
택배거래시 평일오후5시이전 주문시
우체국또는 로젠택배로 당일발송 익일 받으실수 있습니다
  
*A/S 본인과실 외 30일 무상으로 수리
  
* 매장 방문시 더 많은제품을 직접 보시고 구매 하실 수 있습니다.

         휴대폰 $ ***-****-**** $"
A82 퀀텀2 화이트128 개통21년11월 새폰급 판매해요,260000,3시간 전,"# 색상 : 화이트
# 용량 : 128기가 
# 3사호환, 정상해지, 25%요금할인까지!!

최초통신사는 SK입니다
무잔상이구요 
외관도 거의 새폰처럼 엄청 깨끗합니다 

추가구성품
액정보호필름, 젤리케이스

* 고객님들간에 개인거래 하셨을 때(분실,도난,침수,메인보드,잔상,케이블등등) 
  모르고 사셨던 분들도 계실겁니다. 
  저희는 중고폰 전문매장으로써 오늘 하루만 장사를 하는 것이 아니기에
  신뢰를 바탕으로 대량으로 매입을 하기에 저렴한 가격에 판매를 하고 있습니다.
  
택배거래시 평일오후5시이전 주문시
우체국또는 로젠택배로 당일발송 익일 받으실수 있습니다
  
*A/S 본인과실 외 30일 무상으로 수리
  
* 매장 방문시 더 많은제품을 직접 보시고 구매 하실 수 있습니다.

         휴대폰 $ ***-****-**** $"
A52S 블랙128 개통22년1월 새폰급 판매해요,320000,3시간 전,"# 색상 : 블랙
# 용량 : 128기가 
# 3사호환, 정상해지, 25%요금할인까지!!

최초통신사는 LG입니다
무잔상이구요 
외관도 거의 새폰처럼 엄청 깨끗합니다 

추가구성품
액정보호필름, 젤리케이스

* 고객님들간에 개인거래 하셨을 때(분실,도난,침수,메인보드,잔상,케이블등등) 
  모르고 사셨던 분들도 계실겁니다. 
  저희는 중고폰 전문매장으로써 오늘 하루만 장사를 하는 것이 아니기에
  신뢰를 바탕으로 대량으로 매입을 하기에 저렴한 가격에 판매를 하고 있습니다.
  
택배거래시 평일오후5시이전 주문시
우체국또는 로젠택배로 당일발송 익일 받으실수 있습니다
  
*A/S 본인과실 외 30일 무상으로 수리
  
* 매장 방문시 더 많은제품을 직접 보시고 구매 하실 수 있습니다.

         휴대폰 $ ***-****-**** $"
A53 블랙128 개통22년4월 새폰급 판매해요,360000,3시간 전,"# 색상 : 블랙
# 용량 : 128기가 
# 3사호환,  25%요금할인까지!!

최초통신사는 LG입니다
무잔상이구요 
외관도 거의 새폰처럼 엄청 깨끗합니다 

추가구성품
액정보호필름, 젤리케이스

* 고객님들간에 개인거래 하셨을 때(분실,도난,침수,메인보드,잔상,케이블등등) 
  모르고 사셨던 분들도 계실겁니다. 
  저희는 중고폰 전문매장으로써 오늘 하루만 장사를 하는 것이 아니기에
  신뢰를 바탕으로 대량으로 매입을 하기에 저렴한 가격에 판매를 하고 있습니다.
  
택배거래시 평일오후5시이전 주문시
우체국또는 로젠택배로 당일발송 익일 받으실수 있습니다
  
*A/S 본인과실 외 30일 무상으로 수리
  
* 매장 방문시 더 많은제품을 직접 보시고 구매 하실 수 있습니다.

         휴대폰 $ ***-****-**** $"
S21울트라 실버256 무잔상 판매해요,590000,3시간 전,"# 색상 : 실버
# 용량 : 256기가
# 3사호환, 정상해지, 25%요금할인까지!!

최초통신사는 LG입니다
무잔상이구요 
외관은 전체적으로 엄청 깨끗한데 
액정하단쪽에 미세한 콕이 있구요
하단모서리에 미세한 콕이 있어요

추가구성품
액정보호필름, 젤리케이스

* 고객님들간에 개인거래 하셨을 때(분실,도난,침수,메인보드,잔상,케이블등등) 
  모르고 사셨던 분들도 계실겁니다. 
  저희는 중고폰 전문매장으로써 오늘 하루만 장사를 하는 것이 아니기에
  신뢰를 바탕으로 대량으로 매입을 하기에 저렴한 가격에 판매를 하고 있습니다.
  
택배거래시 평일오후5시이전 주문시
우체국또는 로젠택배로 당일발송 익일 받으실수 있습니다
  
*A/S 본인과실 외 30일 무상으로 수리
  
* 매장 방문시 더 많은제품을 직접 보시고 구매 하실 수 있습니다.

         휴대폰 $ ***-****-**** $"
아이폰12미니 블랙128 배터리84 판매해요,440000,3시간 전,"# 색상 : 블랙
# 용량 : 128기가 
# 3사호환, 정상해지, 25%요금할인까지!!

기능엔 전혀 이상이 없구요 
외관은 필름을 붙이면 안보이겠지만 액정에 작은기스가 살짝있구요 
하단테두리에 흠집이 있네요

추가구성품
강화유리필름, 젤리케이스

* 고객님들간에 개인거래 하셨을 때(분실,도난,침수,메인보드,잔상,케이블등등) 
  모르고 사셨던 분들도 계실겁니다. 
  저희는 중고폰 전문매장으로써 오늘 하루만 장사를 하는 것이 아니기에
  신뢰를 바탕으로 대량으로 매입을 하기에 저렴한 가격에 판매를 하고 있습니다.
  
택배거래시 평일오후5시이전 주문시
우체국또는 로젠택배로 당일발송 익일 받으실수 있습니다
  
*A/S 본인과실 외 30일 무상으로 수리
  
* 매장 방문시 더 많은제품을 직접 보시고 구매 하실 수 있습니다.

         휴대폰 $ ***-****-**** $"
LG 벨벳 화이트128 무잔상 새폰급 판매해요,220000,3시간 전,"# 색상 : 화이트
# 용량 : 128기가 
# 3사호환, 정상해지, 25%요금할인까지!!

최초통신사는 KT입니다
무잔상이구요 
외관도 거의 새폰처럼 엄청 깨끗합니다 

추가구성품
액정보호필름, 젤리케이스

* 고객님들간에 개인거래 하셨을 때(분실,도난,침수,메인보드,잔상,케이블등등) 
  모르고 사셨던 분들도 계실겁니다. 
  저희는 중고폰 전문매장으로써 오늘 하루만 장사를 하는 것이 아니기에
  신뢰를 바탕으로 대량으로 매입을 하기에 저렴한 가격에 판매를 하고 있습니다.
  
택배거래시 평일오후5시이전 주문시
우체국또는 로젠택배로 당일발송 익일 받으실수 있습니다
  
*A/S 본인과실 외 30일 무상으로 수리
  
* 매장 방문시 더 많은제품을 직접 보시고 구매 하실 수 있습니다.

         휴대폰 $ ***-****-**** $"
부산 갤럭시A52S 화이트 A급기기 22년4월개통 초특가!!,350000,3시간 전,"폰고래상점은 번개장터 전문상점, 중고나라 최고회원으로 상점을 방문하여 더 다양한 기기를 만나보세요 :)

안녕하세요. 폰고래입니다❣

‣ 기기명: 갤럭시A52S
‣ 색상 : 화이트
‣ 가격 : 35만원
‣ 정보 :  외관 실사 그대로입니다. 무잔상 기능이상무!
            전체적으로 깨끗한 A급기기입니다. 
            24년4월까지 무상보증기간남음!
            통신사 요금제 상관없이 쓰시는 유심 넣고쓰시면됩니다.
            
‣ 구성품: 기기단품 (케이스+충전기 5천원별도)

점프시리즈 새상품 색상별 상태별 재고 다량보유중이니 편히 연락주세요!

기능 검수 완료된 제품이며, 쓰던 폰 그대로 데이터 이동 가능합니다.
기능 이상 보증기간 7일(교환,환불) 단, 단순변심/고객과실 제외

﻿잔상 정도 또는 외관 상태에 따라서 기종별로 더 저렴한 기기들 많이 있으니 문의주세요 ❣

‣ 직거래 장소는 부산 수영역입니다. 택배거래 또는 퀵거래 이용 시 배송료는 부담해주셔야 합니다.

📍  전 기능 이상 무! 안심하고 사용할 수 있는 기기만 합리적인 가격으로 판매합니다. 중고거래는 믿고 거래할 수 있는 전문상점인 “폰고래”상점을 이용해보세요.

📍 ""폰고래""에서는 상품을 판매합니다.
 
📍 보고계신 기기 포함하여 갤럭시 시리즈, 애플, LG기기, 태블릿PC, 스마트워치 등 새 제품부터 5만원짜리 저가폰까지 색상/금액/통신사별로 재고 다양 보유중이니 언제든지 연락주세요 :)"
"갤럭시 노트3, On7 팝니다",80000,3시간 전,"S8 뒷면 글라스 약간깨짐외 잔상 8만원 64G 외장메모리포함 본체만 충전기는 없음 - 판매완료

노트3 사용흔적 외에 별문제없어보임, 잔상도없음, 충전선은 3.0형식 충전기없음 본체만 3만원

On7 액정 글라스깨짐외엔 잔상 및 깨짐없음 본체만 4만원

총 3대다가져가시는분에겐 10만원에 드리겠습니다. 쓸일이없어서...팝니다. Q7이나 엘지폰도있습니다."
S21울트라 블랙256 무잔상 새폰급 판매해요,630000,3시간 전,"# 색상 : 팬텀블랙
# 용량 : 256기가 
# 3사호환, 정상해지, 25%요금할인까지!!

최초통신사는 LG입니다
무잔상이구요 
외관도 거의 새폰처럼 엄청 깨끗합니다 

추가구성품
액정보호필름, 젤리케이스

* 고객님들간에 개인거래 하셨을 때(분실,도난,침수,메인보드,잔상,케이블등등) 
  모르고 사셨던 분들도 계실겁니다. 
  저희는 중고폰 전문매장으로써 오늘 하루만 장사를 하는 것이 아니기에
  신뢰를 바탕으로 대량으로 매입을 하기에 저렴한 가격에 판매를 하고 있습니다.
  
택배거래시 평일오후5시이전 주문시
우체국또는 로젠택배로 당일발송 익일 받으실수 있습니다
  
*A/S 본인과실 외 30일 무상으로 수리
  
* 매장 방문시 더 많은제품을 직접 보시고 구매 하실 수 있습니다.

         휴대폰 $ ***-****-**** $"
노트20 블루256 개통21년5월 무잔상 판매해요,390000,3시간 전,"# 색상 : 블루
# 용량 : 256기가 
# 3사호환, 정상해지, 25%요금할인까지!!

최초통신사는 SK입니다
무잔상이구요 
외관은 액정과 뒷판은 기스없이 깨끗하구요 
전체적으로 엄청 깨끗한데 
충전단자부분에 미세한 생활감과
하단테두리에 미세한 흠집이 살짝있네요

추가구성품
액정보호필름, 젤리케이스

* 고객님들간에 개인거래 하셨을 때(분실,도난,침수,메인보드,잔상,케이블등등) 
  모르고 사셨던 분들도 계실겁니다. 
  저희는 중고폰 전문매장으로써 오늘 하루만 장사를 하는 것이 아니기에
  신뢰를 바탕으로 대량으로 매입을 하기에 저렴한 가격에 판매를 하고 있습니다.
  
택배거래시 평일오후5시이전 주문시
우체국또는 로젠택배로 당일발송 익일 받으실수 있습니다
  
*A/S 본인과실 외 30일 무상으로 수리
  
* 매장 방문시 더 많은제품을 직접 보시고 구매 하실 수 있습니다.

         휴대폰 $ ***-****-**** $"
S21 화이트256 자급제 무잔상 S급 판매해요,440000,3시간 전,"# 색상 : 화이트
# 용량 : 256기가 
# 3사호환, 정상해지, 25%요금할인까지!!

자급제구요 무잔상입니다 
외관은 액정과 뒷판은 기스없이 깨끗하구요 
전체적으로 엄청 깨끗한데 
충전단자부분에 잔기스가 있네요

추가구성품
액정보호필름, 젤리케이스

* 고객님들간에 개인거래 하셨을 때(분실,도난,침수,메인보드,잔상,케이블등등) 
  모르고 사셨던 분들도 계실겁니다. 
  저희는 중고폰 전문매장으로써 오늘 하루만 장사를 하는 것이 아니기에
  신뢰를 바탕으로 대량으로 매입을 하기에 저렴한 가격에 판매를 하고 있습니다.
  
택배거래시 평일오후5시이전 주문시
우체국또는 로젠택배로 당일발송 익일 받으실수 있습니다
  
*A/S 본인과실 외 30일 무상으로 수리
  
* 매장 방문시 더 많은제품을 직접 보시고 구매 하실 수 있습니다.

         휴대폰 $ ***-****-**** $"
S20FE 네이비128 개통21년7월 무잔상 판매해요,300000,3시간 전,"# 색상 : 네이비
# 용량 : 128기가 
# 3사호환, 정상해지, 25%요금할인까지!!

최초통신사는 KT입니다
무잔상이구요 
외관은 액정은 기스없이 깨끗하구요 
테두리와 뒷판에 미세한 생활감과 
전원버튼쪽에 작은흠집이 살짝있네요

추가구성품
액정보호필름, 젤리케이스

* 고객님들간에 개인거래 하셨을 때(분실,도난,침수,메인보드,잔상,케이블등등) 
  모르고 사셨던 분들도 계실겁니다. 
  저희는 중고폰 전문매장으로써 오늘 하루만 장사를 하는 것이 아니기에
  신뢰를 바탕으로 대량으로 매입을 하기에 저렴한 가격에 판매를 하고 있습니다.
  
택배거래시 평일오후5시이전 주문시
우체국또는 로젠택배로 당일발송 익일 받으실수 있습니다
  
*A/S 본인과실 외 30일 무상으로 수리
  
* 매장 방문시 더 많은제품을 직접 보시고 구매 하실 수 있습니다.

         휴대폰 $ ***-****-**** $"
A52S 화이트128 개통21년10월 새폰급 판매해요,320000,3시간 전,"# 색상 : 화이트
# 용량 : 128기가 
# 3사호환, 정상해지, 25%요금할인까지!!

최초통신사는 LG입니다
무잔상이구요 
외관도 거의 새폰처럼 엄청 깨끗합니다 

추가구성품
액정보호필름, 젤리케이스

* 고객님들간에 개인거래 하셨을 때(분실,도난,침수,메인보드,잔상,케이블등등) 
  모르고 사셨던 분들도 계실겁니다. 
  저희는 중고폰 전문매장으로써 오늘 하루만 장사를 하는 것이 아니기에
  신뢰를 바탕으로 대량으로 매입을 하기에 저렴한 가격에 판매를 하고 있습니다.
  
택배거래시 평일오후5시이전 주문시
우체국또는 로젠택배로 당일발송 익일 받으실수 있습니다
  
*A/S 본인과실 외 30일 무상으로 수리
  
* 매장 방문시 더 많은제품을 직접 보시고 구매 하실 수 있습니다.

         휴대폰 $ ***-****-**** $"
A52S 블랙128 개통21년11월 새폰급 판매해요,320000,3시간 전,"# 색상 : 블랙
# 용량 : 128기가 
# 3사호환, 유심기변

최초통신사는 KT입니다
무잔상이구요 
외관도 거의 새폰처럼 엄청 깨끗합니다 

추가구성품
액정보호필름, 젤리케이스

* 고객님들간에 개인거래 하셨을 때(분실,도난,침수,메인보드,잔상,케이블등등) 
  모르고 사셨던 분들도 계실겁니다. 
  저희는 중고폰 전문매장으로써 오늘 하루만 장사를 하는 것이 아니기에
  신뢰를 바탕으로 대량으로 매입을 하기에 저렴한 가격에 판매를 하고 있습니다.
  
택배거래시 평일오후5시이전 주문시
우체국또는 로젠택배로 당일발송 익일 받으실수 있습니다
  
*A/S 본인과실 외 30일 무상으로 수리
  
* 매장 방문시 더 많은제품을 직접 보시고 구매 하실 수 있습니다.

         휴대폰 $ ***-****-**** $"
갤럭시엑스커버5 화이트64 자급제 개통22년4월 새폰급 판매해요,110000,3시간 전,"# 색상 : 화이트
# 용량 : 64기가 
# 3사호환, 정상해지, 25%요금할인까지!!

자급제구요 기기단품입니다
무잔상이구요 삼성보증이 넉넉히 남아있어요 
외관도 거의 새폰처럼 엄청 깨끗합니다 

* 고객님들간에 개인거래 하셨을 때(분실,도난,침수,메인보드,잔상,케이블등등) 
  모르고 사셨던 분들도 계실겁니다. 
  저희는 중고폰 전문매장으로써 오늘 하루만 장사를 하는 것이 아니기에
  신뢰를 바탕으로 대량으로 매입을 하기에 저렴한 가격에 판매를 하고 있습니다.
  
택배거래시 평일오후5시이전 주문시
우체국또는 로젠택배로 당일발송 익일 받으실수 있습니다
  
*A/S 본인과실 외 30일 무상으로 수리
  
* 매장 방문시 더 많은제품을 직접 보시고 구매 하실 수 있습니다.

         휴대폰 $ ***-****-**** $"
당일발송 사은품8종 갤럭시노트9 중고폰 등급별 최저가 판매!,149000,3시간 전,"안녕하세요 WING MOBILE입니다!
오프라인 중고폰 전문 업체 운영중 믿고 거래하세요!
한국어 상담/中文谘询/ENG OK!!
전문 엔지니어팀이 외관&기능 정밀 검수 후 출고!

••••••••••••구매 후기 이벤트 진행중••••••••••••
구매 후기 작성시 사은품 8종 무료 증정!
젤리케이스+보호필름+충전기+유심핀세트+그립톡+마스크+세정티슈+무료배송
(한정수량으로 제공되며 조기 소진될 수 있습니다. 이벤트에 참여시 문의해주세요!) 

••••••••••••거래 방법••••••••••••
직거래: 
동대문역사문화공원역 5번출구 도보 3분입니다!!
주소: 서울 중구 마른내로 155 광희동금호트윈오피스텔 2동 901호 (방문전 연락주세요!) 
평일: 오후 1시 ~ 오후 9시(주말/공휴일은 휴무입니다!)
택배거래: 
택배사: 로젠택배 
평일 오후 4시 이전 주문시 당일 발송 가능 
퀵거래: 
접수 가능, 퀵요금 고객 부담!

••••••••••••갤럭시 노트9••••••••••••

SS급 :  259,000원 
S급 :  219,000원 
A급 : 199,000원 
B급 : 예약가능
c급 : 149,000원

••••••••••••상품 상세 정보••••••••••••
상품명: 갤럭시 노트9
용량: 128GB
색상: 미드나잇블랙,라벤더퍼플,메탈릭코퍼,클라우드실버,알파인화이트
구성 : 휴대폰
통신사 : SKT/KT/LGU+3사 유심변경가능 (사용하던 유심 바로 꽂아 사용가능)
25%약정할인가능 

••••••••••••상품 등급 안내••••••••••••
SS급: 사용감이 거의 없는 새폰 같은 상품! 
S급: 전체적으로 아주 깨끗한 상품! 
A급: 외관 사용감 다소 있지만 가장 많이 선호하는 등급!!
B급: 외관 사용감 많고 강한 잔상이 있는 상품, 가성비짱!
C급: 기능이상은 없으나 액정/LCD 파손이 있는 상품 배달/업무/게임폰 추천!!

••••••••••••필독사항••••••••••••
* 전문 엔지니어팀이 외관&기능 정밀 검수 후 출고!
* 문의하실 때 상품번호를 알려주시면 신속한 상담 가능!
* 구매일로부터 7일 이내 기능 이상이 발생 시 교환 또는 환불 가능(고객 과실에 의한 부분 제외)
* 단순변심으로 인한 교환/환불 불가합니다!
* 분실/도난 핸드폰은 판매하지 않습니다!
* 사용하시던 중고폰 최고가로 매입해드립니다!

••••••••••••연락 방법••••••••••••
채팅 또는 전화/문자 상담 가능합니다!
전화번호 : 01o 9976 4926
궁금하신 사항이 있으시면 언제든지 연락주세요!"
아이폰 11  256GB  블랙 단품,540000,3시간 전,"✔️ 정상해지된공기기 통신3사개통가능 

✔️25%선택약정가능 

✔️배터리성능  85%

✔️ 사진 실사이구요  폰 전체적으로  사용감과 생활기스 존재함

✔️테두리 두군에 까임  좀 있고   액정 상단쪽 정말미세한기스 있고 뒷판또한 생활기스  있음

✔️중고상 사용감은 있구요 신중구매부탁드려요 

✔️폰 구매  사은 품 으로는 케이스  필름 나감

✔️평일오후5시까지 주문 가능하구요  5시 30 까지 일괄배송 나갑니다

✔️송장은 5시 30분에서 6시 사이에 입력해드립니다

✔️언제든 문의 주세요"
갤럭시노트20 울트라 A급 256GB 브론즈 14844,580000,3시간 전,"상품번호: 14844
★상품문의 O1O-8061-8026
♣상점에서 판매중인 모든제품은 기능불량 없는 정상제품입니다(검수완료) ♣ 

○기기단품 
○외관등급 : A급(사용감있음)
○잔상: 무잔상
○용량 : 256GB
○색상 : 브론즈
○최초통신사 : LGU+
○최초통화일 : 20.08.14
○25%선택약정가능 / 공기계
----------------------------------------------------
●제품설명●
기기상태는 사진과 동일합니다
외관등급 A급 , 무잔상 기기입니다
SKT / KT / LGU+ 상관없이 모든 통신사 사용 가능
5G, 4G 유심, 알뜰유심,선불유심 전부 사용가능
‐---------------------------------------------------
☆상품문의 O1O-8061-8026

◎모든 제품은 구매시 소독하여 발송합니다
◎거래방식
직거래:인천 주안역
택배거래:평일 16:00이전 입금확인시 당일발송"
16356 갤럭시S10 G973 128기가 화이트 정상해지 공기계 22만,220000,3시간 전,"16356 갤럭시S10 G973 128기가 화이트 정상해지 공기계 22만


1. 제품정보 
- 기기명: 갤럭시S10
- 색상: 화이트
- 최초통신사: LG
- 최초통화일: 19.11.12
- 제품상태: 기기상태와 잔상은 사진과 동일하니 첨부된 사진 참고바랍니다.
- 가격: 220,000원
- 구성품: 기기단품

​2. 제품설명
- 통신3사(SK,KT,LG) 호환 가능하고 기능상 문제없는 정상제품 입니다.
- 정상해지 기계이며 선택약정 25% 할인 가능 합니다.

3. 거래방식
- 수원시청역 직거래 or 택배거래(선불 3000원)"
갤럭시A51 5G A516 SK 블랙 128GB 17만 82233 /수원,170000,3시간 전,"1.제품 > 갤럭시A51 5G A516 SK 블랙 128GB 17만
2.제품번호 >> 82233 (구매시 꼭 제품번호 말씀해주세요)
3.통신사 > SK (정상해지,호환가능,25%요금할인)
4.가격 > 17만
5.특이사항 > 외관(사진첨부)/기능문제(없음)/20200516개통
5.거래방법 > 택배거래-구매자부담/기능문제없음/안전거래가능
               > 직거래((수원역 ,수원시청)) 
6.연락처 >  ***-****-****/***-****-****"
갤럭스 S21 40만원 판매,400000,3시간 전,"네고 문의 답장 안합니다. 내용 필히 확인해주시고나서 연락주세요.
번개톡 확인 못하는 경우 많습니다.

연락처 : O1O 5049 팔878 

-. 상품번호 : 16780
-. 모델 및 저장 공간 :   S21 256GB
-. 색상 : 화이트
-. 통신사 및 개통일 : U+ 21년 3월
-. 25% 선택약정 가능
-. SK / KT / U+ 3사 호환가능

-. 전체적으로 깨끗함 잔상 없는 무잔상입니다.
 
-. 일반필름+케이스 = 5천 추가 가능
-. 우레탄필름+케이스 = 8천 추가 가능

저가마진으로 제공이 힘듭니다. 양해바랍니다. 

-. 구입 후 7일 이내 불량시 과실 제외 교환 / 환불 / 수리 가능합니다.
-. 분실 / 도난 / 침수 휴대폰은 절대 취급하지 않습니다.

-. 가격 : 직거래  40만원 / 택배거래 40만 4천원입니다.  

-. 거래방식 : 직거래 or 택배거래    
   직거래 및 자차이용시 서울시 광진구 테크노마트 6층 A-64호
   방문전 미리 연락처로 연락후 방문 바랍니다.
    안전거래 시 수수료 .택배비는 구매자부담입니다.
    8시 이후 하남 / 미아 직거래 가능"
갤럭시S20플러스 256GB 판매합니다,360000,3시간 전,"- 모델명 : 갤럭시S20플러스
- 용량(기가수) :256
- 색상 : 그레이
#통신호환 : SKT , KT , LG U+ , 선불폰 , 알뜰폰 모든 유심 가능합니다 (20%선택약정할인 및 확정기변가능) 

#정상해지여부 : O

#거래방식 : 직거래/택배거래/퀵거래

#직거래가능지역 : 서울강서,양천구/부천전지역/인천계양,부평

●터치,카메라,소리,기능 점검 완료 이상 없습니다!

●중고 휴대폰 특성상 미세한 실기스는 있을수 있습니다 새폰같은 중고폰이지 새폰 아닙니다

●구성품은 기기단품 입니다

●택배거래는 CJ대한통운과 우체국택배로 오후5시30까지 입금해주시면 당일 수거전 발송되어 제주도외 전국 어디든지 다음날 수령 가능하십니다~"
갤럭시노트20 A급 256GB 레드 17782,390000,3시간 전,"상품번호: 17782
★상품문의 O1O-8061-8026
♣상점에서 판매중인 모든제품은 기능불량 없는 정상제품입니다(검수완료) ♣ 

○기기단품 
○외관등급 : A급(사용감있음)
○잔상: 무잔상
○용량 : 256GB
○색상 : 레드
○최초통신사 : KT
○최초통화일 : 20.10.23
○25%선택약정가능 / 공기계
----------------------------------------------------
●제품설명●
기기상태는 사진과 동일합니다
외관등급 A급 , 무잔상 기기입니다
SKT / KT / LGU+ 상관없이 모든 통신사 사용 가능
5G, 4G 유심, 알뜰유심,선불유심 전부 사용가능
‐---------------------------------------------------
☆상품문의 O1O-8061-8026

◎모든 제품은 구매시 소독하여 발송합니다
◎거래방식
직거래:인천 주안역
택배거래:평일 16:00이전 입금확인시 당일발송"
노트9 블랙 15만 정상해지,150000,3시간 전,"★★★★★ 안전결제 가능 ★★★★★

1. 제품정보

기기명 - 노트9  N960
용량 - 128g
최초가입통신사 - SKT ( 모든통신사 사용가능 )
최초개통일 - 보증기간만료
가격 - 15만
구성품 - x

2. 제품설명

약한기스들정도외 외관 큰상처없고 깨끗합니다.
잔상 약하게 있고
LCD 하단쪽 먼지만한 작은 점    사진참고

★ 사진 잘보시고 연락주세요.
다른 기능상 하자는 없습니다.^^
단품 입니다.
구성품 어떤거 있냐고 묻지마세요~~^^
선택약정 25% 가능
IMEI 번호 원하시면 보내드립니다.
유심만 넣고 바로 사용하시면 됩니다.^^
★ 네고문의는 받지 않습니다.
추가로 궁금하신점은 연락주세요~

3. 거래방식
직거래- 택배- 퀵서비스  가능
택배는 착불로 가능합니다. 
선불시 4천원 추가해주심 됩니다.

★  예약은 선입금 1만원이나 직거래 출발시 가능합니다.
      중복으로 구매문의가 오는 관계로 
      선입금순으로 판매되는점 양해바랍니다.

4. 직거래 장소 및 연락처

주소 - 서울시 노원구 중계동 (하계역 근처)
출발전 연락주시고 오심됩니다.

0I0 6305 3653"
